unnamed:_0,house_number,street,first_name,surname,age,relationship_to_head_of_house,marital_status,gender,occupation,infirmity,religion
6898,14,CherryChestnut Lights,Reece,Williams,40.0,Son,Single,Male,"Civil engineer, contracting",None,Not Stated
6899,14,CherryChestnut Lights,Jonathan,Williams,39.0,Son,Divorced,Male,Barrister's clerk,None,Christian
6900,14,CherryChestnut Lights,Michael,Williams,37.0,Son,Single,Male,Merchant navy officer,None,Christian
6901,14,CherryChestnut Lights,Benjamin,Williams,34.0,Son,Divorced,Male,Naval architect,None,Christian
6902,15,CherryChestnut Lights,Marion,Bailey,41.0,Head,Divorced,Female,Unemployed,None,Not Stated
6903,15,CherryChestnut Lights,Claire,Bailey,12.0,Daughter,N/A,Female,Student,None,Not Stated
6904,16,CherryChestnut Lights,Julian,Stewart,87.0,Head,Widowed,Male,"Retired Administrator, Civil Service",None,Not Stated
6905,17,CherryChestnut Lights,Heather,John,57.0,Head,Divorced,Female,Astronomer,None,Not Stated
6906,17,CherryChestnut Lights,Catherine,Smith,13.0,Granddaughter,N/A,Female,Student,None,Not Stated
6907,18,CherryChestnut Lights,Benjamin,Thorpe,34.0,Head,Single,Male,Civil Service fast streamer,None,Catholic
6908,18,CherryChestnut Lights,Aimee,Kay,32.0,Partner,Single,Female,"Nurse, mental health",None,Not Stated
6909,19,CherryChestnut Lights,Eileen,Williams,62.0,Head,Married,Female,Homeopath,None,Not Stated
6910,19,CherryChestnut Lights,George,Williams,60.0,Husband,Married,Male,"Education officer, museum",None,Not Stated
6911,19,CherryChestnut Lights,Russell,Williams,37.0,Son,Single,Male,Control and instrumentation engineer,None,Not Stated
6912,19,CherryChestnut Lights,Nicholas,Mason,35.0,Son,Single,Male,"Research officer, trade union",None,Not Stated
6913,19,CherryChestnut Lights,Jenna,Mason,35.0,Daughter,Single,Female,Chartered management accountant,None,Not Stated
6914,20,CherryChestnut Lights,Sandra,Hall,35.0,Head,Married,Female,Statistician,None,Not Stated
6915,20,CherryChestnut Lights,Geoffrey,Hall,40.0,Husband,Married,Male,Theme park manager,None,Not Stated
6916,21,CherryChestnut Lights,Christine,Lewis,43.0,Head,Married,Female,Osteopath,None,Christian
6917,21,CherryChestnut Lights,Jordan,Lewis,43.0,Husband,Married,Male,Immunologist,None,Christian
6918,21,CherryChestnut Lights,Jayne,Lewis,15.0,Daughter,N/A,Female,Student,None,Not Stated
6919,22,CherryChestnut Lights,Carl,Ward,71.0,Head,Married,Male,Retired Publishing copy,None,Not Stated
6920,22,CherryChestnut Lights,Melanie,Ward,69.0,Wife,Married,Female,Retired English as a foreign language teacher,None,Not Stated
6921,23,CherryChestnut Lights,Gregory,Peters,58.0,Head,Single,Male,Art therapist,None,Methodist
6922,23,CherryChestnut Lights,Lesley,Watson,35.0,Unknown,Single,Female,Production manager,None,Sikh
6923,24,CherryChestnut Lights,Paula,Morris,53.0,Head,Divorced,Female,Unemployed,None,Christian
6924,24,CherryChestnut Lights,Georgia,Morris,23.0,Daughter,Single,Female,Osteopath,None,Christian
6925,24,CherryChestnut Lights,Geoffrey,Morris,22.0,Son,Divorced,Male,Operational researcher,None,Christian
6926,24,CherryChestnut Lights,Marilyn,Morris,22.0,Daughter,Divorced,Female,University Student,None,Not Stated
6927,25,CherryChestnut Lights,Naomi,Cooper,37.0,Head,Married,Female,Medical secretary,None,Christian
6928,25,CherryChestnut Lights,Malcolm,Cooper,39.0,Husband,Married,Male,"Teacher, music",None,Christian
6929,25,CherryChestnut Lights,Mohammad,Cooper,12.0,Son,N/A,Male,Student,None,Not Stated
6930,26,CherryChestnut Lights,Steven,Barnett,73.0,Head,Widowed,Male,Retired Forensic scientist,None,Christian
6931,27,CherryChestnut Lights,Rachel,Hunter,45.0,Head,Single,Female,Airline pilot,None,Not Stated
6932,28,CherryChestnut Lights,Dean,Wyatt,65.0,Head,Married,Male,"Education officer, museum",None,Christian
6933,28,CherryChestnut Lights,Jade,Wyatt,60.0,Wife,Married,Female,Broadcast presenter,None,Christian
6934,29,CherryChestnut Lights,Paige,Cox,32.0,Head,Single,Female,"Scientist, physiological",None,Not Stated
6935,30,CherryChestnut Lights,Kelly,Ball,71.0,Head,Married,Female,"Retired Horticulturist, amenity",None,Christian
6936,30,CherryChestnut Lights,Donald,Ball,72.0,Husband,Married,Male,Retired Psychiatric nurse,None,Christian
6937,31,CherryChestnut Lights,Heather,Benson,21.0,Head,Married,Female,University Student,None,Methodist
6938,31,CherryChestnut Lights,Derek,Benson,19.0,Husband,Married,Male,University Student,None,Methodist
6939,32,CherryChestnut Lights,Gail,Connolly,35.0,Head,Married,Female,Insurance broker,None,Christian
6940,32,CherryChestnut Lights,Owen,Connolly,37.0,Husband,Married,Male,Advertising account planner,None,Christian
6941,33,CherryChestnut Lights,Eric,Kemp,49.0,Head,Single,Male,Camera operator,None,Catholic
6942,34,CherryChestnut Lights,Francis,Bird,74.0,Head,Widowed,Male,"Retired Designer, fashion/clothing",None,Not Stated
6943,35,CherryChestnut Lights,Rita,Anderson,52.0,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
6944,35,CherryChestnut Lights,Francis,Anderson,53.0,Husband,Married,Male,Chartered public finance accountant,None,Christian
6945,36,CherryChestnut Lights,Jeffrey,Middleton,105.0,Head,Widowed,Male,Retired Hydrographic surveyor,None,Christian
6946,37,CherryChestnut Lights,Michelle,Lawrence,67.0,Head,Widowed,Female,"Engineer, agricultural",None,Methodist
6947,37,CherryChestnut Lights,Patricia,Lawrence,30.0,Daughter,Divorced,Female,Analytical chemist,None,Methodist
6948,38,CherryChestnut Lights,Dylan,Bowen,66.0,Head,Married,Male,"Engineer, site",None,Methodist
6949,38,CherryChestnut Lights,Emily,Bowen,68.0,Wife,Married,Female,"Retired Chemist, analytical",None,Not Stated
6950,39,CherryChestnut Lights,Deborah,Fox,42.0,Head,Single,Female,Unemployed,None,Christian
6951,39,CherryChestnut Lights,Raymond,Fox,14.0,Son,N/A,Male,Student,None,Not Stated
6952,40,CherryChestnut Lights,Mary,Baxter,34.0,Head,Married,Female,"Buyer, retail",None,Not Stated
6953,40,CherryChestnut Lights,Sam,Baxter,37.0,Husband,Married,Male,"Psychologist, educational",None,Not Stated
6954,40,CherryChestnut Lights,Jeremy,Baxter,14.0,Son,N/A,Male,Student,None,Not Stated
6955,40,CherryChestnut Lights,Matthew,Baxter,10.0,Son,N/A,Male,Student,None,Not Stated
6956,41,CherryChestnut Lights,Maureen,Kelly,65.0,Head,Married,Female,Trade mark attorney,None,Christian
6957,41,CherryChestnut Lights,Marc,Kelly,69.0,Husband,Married,Male,Retired Call centre manager,None,Not Stated
6958,42,CherryChestnut Lights,Phillip,Hart,63.0,Head,Married,Male,Museum/gallery exhibitions officer,None,Christian
6959,42,CherryChestnut Lights,Jennifer,Hart,66.0,Wife,Married,Female,Local government officer,None,Not Stated
6960,43,CherryChestnut Lights,Pamela,Ross,39.0,Head,Single,Female,Special effects artist,None,Christian
6961,43,CherryChestnut Lights,Sean,Wright,54.0,Lodger,Single,Male,"Therapist, speech and language",None,Christian
6962,44,CherryChestnut Lights,Danny,Smith,63.0,Head,Single,Male,Ranger/warden,None,Christian
6963,45,CherryChestnut Lights,Nicola,Mitchell,35.0,Head,Divorced,Female,"Investment banker, operational",None,Not Stated
6964,45,CherryChestnut Lights,Conor,Mitchell,1.0,Son,N/A,Male,Student,None,Not Stated
6965,45,CherryChestnut Lights,Max,Foster,37.0,Visitor,Single,Male,"Engineer, maintenance (IT)",None,Not Stated
6966,45,CherryChestnut Lights,Sam,Pearson,43.0,Lodger,Single,Male,"Teacher, special educational needs",None,Christian
6967,45,CherryChestnut Lights,Tina,Evans,61.0,Lodger,Divorced,Female,Industrial/product designer,None,Not Stated
6968,46,CherryChestnut Lights,Yvonne,Dale,50.0,Head,Single,Female,Unemployed,None,Not Stated
6969,46,CherryChestnut Lights,Hugh,Dale,9.0,Son,N/A,Male,Student,None,Not Stated
6970,47,CherryChestnut Lights,Chelsea,Young,42.0,Head,Single,Female,Sports administrator,None,Not Stated
6971,48,CherryChestnut Lights,Tracey,Taylor,37.0,Head,Married,Female,Diplomatic Services operational officer,None,Catholic
6972,48,CherryChestnut Lights,Oliver,Taylor,39.0,Husband,Married,Male,Geographical information systems officer,None,Catholic
6973,48,CherryChestnut Lights,Bryan,Taylor,1.0,Son,N/A,Male,Student,Unknown Infection,Not Stated
6974,48,CherryChestnut Lights,Elliot,Dodd,59.0,Sibling,Single,Male,Chartered management accountant,None,Christian
6975,49,CherryChestnut Lights,Diana,Bell,74.0,Head,Widowed,Female,Retired Television floor manager,None,Not Stated
6976,49,CherryChestnut Lights,Joe,Bell,16.0,Grandson,N/A,Male,Student,None,Not Stated
6977,50,CherryChestnut Lights,Nicola,Hammond,61.0,Head,Married,Female,Paramedic,None,Christian
6978,50,CherryChestnut Lights,Oliver,Hammond,62.0,Husband,Married,Male,Futures trader,None,Christian
6979,50,CherryChestnut Lights,Diane,Wright,23.0,Daughter,Single,Female,Research scientist (maths),None,Christian
6980,50,CherryChestnut Lights,Joyce,Wright,20.0,Daughter,Single,Female,University Student,None,Not Stated
6981,50,CherryChestnut Lights,Ruth,Wright,17.0,Daughter,N/A,Female,Student,None,Not Stated
6982,51,CherryChestnut Lights,Billy,Stevenson,62.0,Head,Married,Male,Medical illustrator,None,Christian
6983,51,CherryChestnut Lights,Christine,Stevenson,59.0,Wife,Married,Female,"Production designer, theatre/television/film",None,Christian
6984,52,CherryChestnut Lights,Heather,Burton,43.0,Head,Divorced,Female,Unemployed,None,Christian
6985,52,CherryChestnut Lights,Scott,Burton,7.0,Son,N/A,Male,Student,None,Not Stated
6986,52,CherryChestnut Lights,Hannah,Burton,1.0,Daughter,N/A,Female,Student,None,Not Stated
6987,53,CherryChestnut Lights,Marie,Wilson,65.0,Head,Widowed,Female,Conference centre manager,None,Christian
6988,53,CherryChestnut Lights,Declan,Wilson,31.0,Son,Single,Male,Market researcher,None,Christian
6989,54,CherryChestnut Lights,Chloe,Grant,53.0,Head,Married,Female,Retail banker,None,Methodist
6990,54,CherryChestnut Lights,Damien,Grant,53.0,Husband,Married,Male,"Investment banker, operational",None,Methodist
6991,54,CherryChestnut Lights,Stephen,Grant,12.0,Son,N/A,Male,Student,None,Not Stated
6992,55,CherryChestnut Lights,Carole,Davis,56.0,Head,Divorced,Female,Oncologist,None,Christian
6993,55,CherryChestnut Lights,Colin,Davis,31.0,Son,Single,Male,Community education officer,None,Not Stated
6994,56,CherryChestnut Lights,Marc,Fox,32.0,Head,Divorced,Male,Unemployed,None,Not Stated
6995,57,CherryChestnut Lights,Clare,Rowley,52.0,Head,Single,Female,Location manager,None,Not Stated
6996,57,CherryChestnut Lights,Martyn,Jones,50.0,Partner,Single,Male,Armed forces training and education officer,None,Not Stated
6997,57,CherryChestnut Lights,Nicholas,Rowley,14.0,Son,N/A,Male,Student,None,Not Stated
6998,57,CherryChestnut Lights,Katy,Rowley,8.0,Daughter,N/A,Female,Student,None,Not Stated
6999,1,Brick Street,Catherine,Ellis,40.0,Head,Single,Female,Chief Marketing Officer,None,Catholic
7000,2,Brick Street,Tina,Dobson,34.0,Head,Divorced,Female,Unemployed,None,Christian
7001,2,Brick Street,Natalie,Dobson,6.0,Daughter,N/A,Female,Student,None,Not Stated
7002,2,Brick Street,Jill,Dobson,2.0,Daughter,N/A,Female,Student,None,Not Stated
7003,2,Brick Street,Margaret,Dobson,0.0,Daughter,N/A,Female,Student,None,Not Stated
7004,2,Brick Street,Rebecca,Johnson,29.0,Lodger,Single,Female,"Engineer, biomedical",None,Not Stated
7005,3,Brick Street,Toby,Hill,28.0,Head,Single,Male,Radio broadcast assistant,None,Not Stated
7006,3,Brick Street,Stewart,Hooper,35.0,Unknown,Single,Male,Unemployed,None,Christian
7007,3,Brick Street,Marian,Fletcher,35.0,Unknown,Single,Female,Chemical engineer,None,Christian
7008,4,Brick Street,Joseph,Pugh,74.0,Head,Married,Male,Retired Music therapist,None,Christian
7009,4,Brick Street,Sandra,Pugh,73.0,Wife,Married,Female,Retired Environmental consultant,None,Not Stated
7010,5,Brick Street,Kim,Williams,40.0,Head,Single,Female,Unemployed,None,Not Stated
7011,5,Brick Street,James,Williams,9.0,Son,N/A,Male,Student,None,Not Stated
7012,6,Brick Street,Gillian,Parkes,60.0,Head,Single,Female,Forest/woodland manager,None,Catholic
7013,6,Brick Street,Shannon,Parkes,38.0,Daughter,Single,Female,Unemployed,None,Catholic
7014,7,Brick Street,Kyle,Winter,80.0,Head,Widowed,Male,Retired Emergency planning/management officer,None,Catholic
7015,8,Brick Street,Kathryn,Ali-Stone,34.0,Head,Married,Female,"Nurse, adult",None,Not Stated
7016,8,Brick Street,Jeremy,Ali-Stone,34.0,Husband,Married,Male,Community development worker,None,Not Stated
7017,9,Brick Street,Sally,Stokes,63.0,Head,Married,Female,Geophysical data processor,None,Catholic
7018,9,Brick Street,Phillip,Stokes,65.0,Husband,Married,Male,Make,None,Catholic
7019,9,Brick Street,Marion,Stokes,31.0,Daughter,Divorced,Female,"Investment banker, operational",None,Not Stated
7020,9,Brick Street,Bethany,Stokes,28.0,Daughter,Single,Female,Art gallery manager,None,Catholic
7021,10,Brick Street,Lynda,Taylor,44.0,Head,Widowed,Female,Contractor,None,Catholic
7022,10,Brick Street,Denise,Taylor,4.0,Daughter,N/A,Female,Student,None,Not Stated
7023,10,Brick Street,Samuel,Taylor,4.0,Son,N/A,Male,Student,None,Not Stated
7024,10,Brick Street,Conor,Taylor,1.0,Son,N/A,Male,Student,None,Not Stated
7025,10,Brick Street,Ellie,Taylor,1.0,Daughter,N/A,Female,Student,None,Not Stated
7026,10,Brick Street,Josephine,Taylor,0.0,Daughter,N/A,Female,Student,None,Not Stated
7027,11,Brick Street,Declan,Rose,36.0,Head,Married,Male,Lobbyist,None,Not Stated
7028,11,Brick Street,Suzanne,Rose,34.0,Wife,Married,Female,Regulatory affairs officer,None,Not Stated
7029,11,Brick Street,Dominic,Rose,18.0,Son,Single,Male,Student,None,Not Stated
7030,1,Burgess Underpass,Thomas,Roberts,40.0,Head,Single,Male,Nature conservation officer,None,Christian
7031,1,Burgess Underpass,George,Jones,45.0,Cousin,Divorced,Male,Private music teacher,None,Christian
7032,2,Burgess Underpass,Robin,Mills,49.0,Head,Single,Male,Printmaker,None,Christian
7033,3,Burgess Underpass,Frederick,Gibson,28.0,Head,Single,Male,Unemployed,None,Catholic
7034,4,Burgess Underpass,Jodie,Howarth,43.0,Head,Single,Female,Product/process development scientist,None,Not Stated
7035,5,Burgess Underpass,Gail,Robinson,34.0,Head,Single,Female,Audiological scientist,None,Catholic
7036,6,Burgess Underpass,Reece,Welch,33.0,Head,Divorced,Male,"Designer, fashion/clothing",None,Christian
7037,7,Burgess Underpass,Damian,Owen,73.0,Head,Widowed,Male,Retired Manufacturing systems engineer,None,Methodist
7038,8,Burgess Underpass,Karen,Smith,98.0,Head,Widowed,Female,Retired Statistician,None,Methodist
7039,1,Belle Road,Frank,Scott,63.0,Head,Married,Male,Forensic scientist,None,Not Stated
7040,1,Belle Road,Dorothy,Alexander,61.0,Wife,Married,Female,Unemployed,None,Not Stated
7041,2,Belle Road,Leonard,Russell,74.0,Head,Widowed,Male,Retired Consulting civil engineer,None,Christian
7042,3,Belle Road,Vanessa,Harvey,72.0,Head,Widowed,Female,Retired Technical sales engineer,None,Christian
7043,4,Belle Road,Rosemary,Edwards,47.0,Head,Single,Female,Unemployed,None,Christian
7044,4,Belle Road,Mohammed,Edwards,12.0,Son,N/A,Male,Student,None,Not Stated
7045,4,Belle Road,Phillip,Edwards,8.0,Son,N/A,Male,Student,None,Not Stated
7046,4,Belle Road,Denise,Edwards,6.0,Daughter,N/A,Female,Student,None,Not Stated
7047,4,Belle Road,Terence,Edwards,3.0,Son,N/A,Male,Student,None,Not Stated
7048,5,Belle Road,Jemma,Newman,41.0,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Methodist
7049,5,Belle Road,John,Newman,41.0,Husband,Married,Male,Ophthalmologist,None,Methodist
7050,5,Belle Road,Iain,Newman,18.0,Son,Single,Male,Student,None,Methodist
7051,5,Belle Road,Denis,Newman,14.0,Son,N/A,Male,Student,None,Not Stated
7052,5,Belle Road,Donna,Newman,13.0,Daughter,N/A,Female,Student,None,Not Stated
7053,6,Belle Road,Geraldine,Wilkinson,54.0,Head,Married,Female,Interior and spatial designer,None,Not Stated
7054,6,Belle Road,Joshua,Wilkinson,53.0,Husband,Married,Male,Architect,None,Not Stated
7055,7,Belle Road,Henry,Rhodes,59.0,Head,Single,Male,Archivist,None,Catholic
7056,7,Belle Road,Jenna,Fisher,56.0,Partner,Single,Female,"Administrator, arts",None,Not Stated
7057,8,Belle Road,Carolyn,Baxter,43.0,Head,Divorced,Female,Estate agent,None,Not Stated
7058,8,Belle Road,Katherine,Brown,15.0,Daughter,N/A,Female,Student,None,Not Stated
7059,8,Belle Road,Eileen,Brown,11.0,Daughter,N/A,Female,Student,None,Not Stated
7060,8,Belle Road,Terry,Brown,6.0,Son,N/A,Male,Student,None,Not Stated
7061,9,Belle Road,Abbie,Walker,50.0,Head,Married,Female,Charity fundraiser,None,Bahai
7062,9,Belle Road,Martin,Walker,57.0,Husband,Married,Male,Ergonomist,None,Not Stated
7063,9,Belle Road,Christopher,Walker,16.0,Son,N/A,Male,Student,None,Not Stated
7064,10,Belle Road,Rachel,Anderson,50.0,Head,Married,Female,Office manager,None,Catholic
7065,10,Belle Road,Aaron,Anderson,53.0,Husband,Married,Male,"Engineer, energy",None,Catholic
7066,10,Belle Road,Sean,Anderson,14.0,Son,N/A,Male,Student,None,Not Stated
7067,11,Belle Road,Cameron,Pearce,77.0,Head,Married,Male,Retired Research scientist (life sciences),None,Not Stated
7068,11,Belle Road,Nicole,Pearce,74.0,Wife,Married,Female,Retired Cartographer,None,Not Stated
7069,11,Belle Road,Donna,Pearce,19.0,Granddaughter,Single,Female,Personnel officer,None,Not Stated
7070,11,Belle Road,Samantha,Pearce,16.0,Granddaughter,N/A,Female,Student,None,Not Stated
7071,11,Belle Road,Vincent,Pearce,16.0,Grandson,N/A,Male,Student,None,Not Stated
7072,12,Belle Road,Owen,Brown,60.0,Head,Married,Male,Financial risk analyst,None,Not Stated
7073,12,Belle Road,Melanie,Brown,61.0,Wife,Married,Female,"Engineer, energy",None,Not Stated
7074,13,Belle Road,Anthony,Chandler,39.0,Head,Single,Male,Theatre director,None,Catholic
7075,13,Belle Road,Elliot,Field,35.0,Unknown,Single,Male,"Psychologist, clinical",None,Not Stated
7076,14,Belle Road,Patrick,Scott,44.0,Head,Single,Male,Ophthalmologist,None,Not Stated
7077,14,Belle Road,Margaret,Harris,46.0,Partner,Single,Female,Control and instrumentation engineer,None,Not Stated
7078,14,Belle Road,Helen,Scott,17.0,Daughter,N/A,Female,Student,None,Not Stated
7079,14,Belle Road,Dominic,Singh,16.0,Son,N/A,Male,Student,None,Not Stated
7080,14,Belle Road,Jennifer,Singh,13.0,Daughter,N/A,Female,Student,None,Not Stated
7081,14,Belle Road,Glenn,Singh,9.0,Son,N/A,Male,Student,None,Not Stated
7082,15,Belle Road,Gail,Moore,32.0,Head,Married,Female,"Nurse, mental health",None,Not Stated
7083,15,Belle Road,Brett,Moore,31.0,Husband,Married,Male,Occupational psychologist,None,Not Stated
7084,15,Belle Road,Donald,Moore,3.0,Son,N/A,Male,Student,None,Not Stated
7085,15,Belle Road,Andrea,Moore,1.0,Daughter,N/A,Female,Student,None,Not Stated
7086,15,Belle Road,Frances,Townsend,60.0,Lodger,Divorced,Female,Analytical chemist,None,Not Stated
7087,16,Belle Road,Jenna,Moss,48.0,Head,Single,Female,Unemployed,None,Not Stated
7088,16,Belle Road,Billy,Moss,22.0,Son,Single,Male,University Student,None,Not Stated
7089,16,Belle Road,Bruce,Moss,18.0,Son,Divorced,Male,Student,None,Not Stated
7090,17,Belle Road,Naomi,Harris,38.0,Head,Married,Female,"Psychologist, prison and probation services",None,Methodist
7091,17,Belle Road,Aaron,Harris,43.0,Husband,Married,Male,"Nurse, mental health",None,Not Stated
7092,17,Belle Road,Justin,Harris,11.0,Son,N/A,Male,Student,None,Not Stated
7093,18,Belle Road,Bruce,Iqbal,28.0,Head,Single,Male,Diagnostic radiographer,None,Not Stated
7094,19,Belle Road,Jacob,Lucas,43.0,Head,Married,Male,Catering manager,None,Methodist
7095,19,Belle Road,Suzanne,Lucas,40.0,Wife,Married,Female,Automotive engineer,None,Methodist
7096,20,Belle Road,Emily,Bell,63.0,Head,Single,Female,"Production designer, theatre/television/film",None,Christian
7097,20,Belle Road,Kayleigh,Bell,33.0,Daughter,Single,Female,Broadcast presenter,None,Not Stated
7098,20,Belle Road,Louise,Bell,30.0,Daughter,Divorced,Female,Community development worker,None,Christian
7099,20,Belle Road,Brett,Bell,29.0,Son,Single,Male,Press sub,None,Christian
7100,21,Belle Road,Gillian,Price,41.0,Head,Married,Female,Actuary,None,Catholic
7101,21,Belle Road,Sam,Price,46.0,Husband,Married,Male,Biomedical engineer,None,Catholic
7102,22,Belle Road,Jason,King,47.0,Head,Married,Male,Merchant navy officer,None,Catholic
7103,22,Belle Road,Josephine,King,48.0,Wife,Married,Female,Land/geomatics surveyor,None,Not Stated
7104,22,Belle Road,Patricia,King,10.0,Daughter,N/A,Female,Student,None,Not Stated
7105,23,Belle Road,Hannah,Burgess,86.0,Head,Married,Female,Retired Prison officer,None,Christian
7106,23,Belle Road,Jay,Burgess,86.0,Husband,Married,Male,"Retired Engineer, mining",None,Catholic
7107,24,Belle Road,Samuel,Hudson,20.0,Head,Single,Male,University Student,None,Not Stated
7108,24,Belle Road,Jayne,Ellis,35.0,Unknown,Single,Female,English as a foreign language teacher,None,Christian
7109,25,Belle Road,Albert,Lowe,80.0,Head,Divorced,Male,Retired Fisheries officer,None,Christian
7110,26,Belle Road,Barry,Clark,89.0,Head,Widowed,Male,Retired Air cabin crew,None,Christian
7111,27,Belle Road,Cameron,Morgan,39.0,Head,Married,Male,Futures trader,None,Catholic
7112,27,Belle Road,June,Morgan,38.0,Wife,Married,Female,Product designer,None,Catholic
7113,28,Belle Road,Ann,McDonald,58.0,Head,Married,Female,Unemployed,None,Christian
7114,28,Belle Road,Bernard,Connor,62.0,Husband,Married,Male,"Engineer, civil (consulting)",None,Christian
7115,28,Belle Road,Oliver,McDonald,17.0,Son,N/A,Male,Student,None,Not Stated
7116,29,Belle Road,Alison,Lee,25.0,Head,Single,Female,Health physicist,None,Not Stated
7117,29,Belle Road,Anthony,Bennett,27.0,Partner,Single,Male,Agricultural engineer,None,Not Stated
7118,29,Belle Road,Georgia,Lee,5.0,Daughter,N/A,Female,Student,None,Not Stated
7119,1,Skinner Ferry,Jennifer,Green,72.0,Head,Widowed,Female,Retired Charity officer,None,Christian
7120,2,Skinner Ferry,Howard,Cooper,53.0,Head,Single,Male,Dispensing optician,None,Not Stated
7121,2,Skinner Ferry,Lawrence,Cooper,7.0,Son,N/A,Male,Student,None,Not Stated
7122,3,Skinner Ferry,Brian,Davies,39.0,Head,Single,Male,"Psychologist, occupational",None,Christian
7123,4,Skinner Ferry,Trevor,Gardner,29.0,Head,Single,Male,Psychiatric nurse,None,Not Stated
7124,5,Skinner Ferry,Jodie,Reid,37.0,Head,Single,Female,Bookseller,None,Christian
7125,6,Skinner Ferry,Lauren,Brown,71.0,Head,Single,Female,Retired Product designer,None,Christian
7126,7,Skinner Ferry,Hollie,Evans-Nicholls,49.0,Head,Married,Female,Land/geomatics surveyor,None,Christian
7127,7,Skinner Ferry,Michael,Evans-Nicholls-Smith,54.0,Husband,Married,Male,Magazine journalist,None,Christian
7128,7,Skinner Ferry,Trevor,Evans-Nicholls-Smith,11.0,Son,N/A,Male,Student,None,Not Stated
7129,8,Skinner Ferry,Marian,Bell,46.0,Head,Single,Female,Mining engineer,None,Methodist
7130,9,Skinner Ferry,Nicole,Higgins-Edwards,61.0,Head,Single,Female,Unemployed,None,Not Stated
7131,9,Skinner Ferry,Martyn,Higgins-Edwards,27.0,Son,Single,Male,Commercial art gallery manager,None,Not Stated
7132,10,Skinner Ferry,Alison,Smith,47.0,Head,Married,Female,International aid/development worker,None,Catholic
7133,10,Skinner Ferry,Joe,Smith,43.0,Husband,Married,Male,Manufacturing engineer,None,Catholic
7134,10,Skinner Ferry,Jemma,Davison,17.0,Daughter,N/A,Female,Student,None,Not Stated
7135,11,Skinner Ferry,Sarah,Cooper,53.0,Head,Married,Female,Adult nurse,None,Christian
7136,11,Skinner Ferry,Mitchell,Cooper,59.0,Husband,Married,Male,Leisure centre manager,None,Christian
7137,11,Skinner Ferry,Callum,Cooper,32.0,Son,Single,Male,"Engineer, manufacturing",None,Christian
7138,12,Skinner Ferry,Amanda,Clayton,75.0,Head,Widowed,Female,Retired Legal secretary,None,Christian
7139,13,Skinner Ferry,Donald,Brown,41.0,Head,Married,Male,"Surveyor, mining",None,Not Stated
7140,13,Skinner Ferry,Jodie,Brown,38.0,Wife,Married,Female,Chief Strategy Officer,None,Not Stated
7141,14,Skinner Ferry,Gillian,Thomson,57.0,Head,Married,Female,Charity fundraiser,None,Not Stated
7142,14,Skinner Ferry,Gary,Thomson,58.0,Husband,Married,Male,Electrical engineer,None,Not Stated
7143,14,Skinner Ferry,Joshua,Thomson,19.0,Son,Divorced,Male,Unemployed,None,Not Stated
7144,15,Skinner Ferry,Sheila,Swift,40.0,Head,Divorced,Female,Medical laboratory scientific officer,None,Catholic
7145,15,Skinner Ferry,Lynda,Mitchell,35.0,Lodger,Single,Female,"Designer, fashion/clothing",None,Not Stated
7146,16,Skinner Ferry,Adam,Pearce,48.0,Head,Divorced,Male,Dance movement psychotherapist,None,Christian
7147,16,Skinner Ferry,Tracy,Pearce,51.0,Cousin,Divorced,Female,Insurance broker,None,Christian
7148,17,Skinner Ferry,Lynne,Parsons,57.0,Head,Divorced,Female,"Copywriter, advertising",None,Christian
7149,18,Skinner Ferry,Holly,Thomas,37.0,Head,Divorced,Female,Chemical engineer,None,Not Stated
7150,19,Skinner Ferry,Nicole,Richardson,56.0,Head,Divorced,Female,Statistician,None,Christian
7151,19,Skinner Ferry,Samuel,Richardson,15.0,Son,N/A,Male,Student,None,Not Stated
7152,20,Skinner Ferry,Mohammad,Ellis,36.0,Head,Married,Male,Intelligence analyst,None,Not Stated
7153,20,Skinner Ferry,Shirley,Ellis,34.0,Wife,Married,Female,Mudlogger,None,Not Stated
7154,21,Skinner Ferry,Lesley,Watkins,75.0,Head,Widowed,Female,Retired Prison officer,None,Not Stated
7155,22,Skinner Ferry,Marion,Bailey,25.0,Head,Single,Female,Information officer,None,Christian
7156,22,Skinner Ferry,Robin,Hussain,26.0,Partner,Single,Male,Unemployed,None,Not Stated
7157,22,Skinner Ferry,Kimberley,Bailey,2.0,Daughter,N/A,Female,Student,None,Not Stated
7158,23,Skinner Ferry,Glenn,Fletcher,85.0,Head,Single,Male,Retired Animal technologist,None,Christian
7159,24,Skinner Ferry,Heather,Storey,86.0,Head,Married,Female,Retired Copy,None,Christian
7160,24,Skinner Ferry,Robin,Storey,91.0,Husband,Married,Male,Retired Furniture conservator/restorer,None,Christian
7161,25,Skinner Ferry,Mohammad,Owen,78.0,Head,Widowed,Male,Retired Farm manager,None,Christian
7162,26,Skinner Ferry,Mitchell,Bennett,52.0,Head,Single,Male,Wellsite geologist,None,Christian
7163,27,Skinner Ferry,Sam,Wilkinson,58.0,Head,Single,Male,"Editor, film/video",None,Catholic
7164,28,Skinner Ferry,Christine,Ford,66.0,Head,Widowed,Female,"Development worker, community",Physical Disability,Christian
7165,29,Skinner Ferry,Barry,Day,49.0,Head,Married,Male,Arts development officer,None,Methodist
